"";"objectid";"n_outliers";"dom.min";"dom.mean";"dom.sd";"dom.max";"aspect.N";"aspect.NO";"aspect.O";"aspect.SO";"aspect.S";"aspect.SW";"aspect.W";"aspect.NW";"aspect.unb";"neig_flach";"neig_schraeg";"inclined.unb";"eign.nicht";"eign.wenig_2040";"eign.wenig_2020";"eign.geeignet";"eign.gut";"eign.sehr_gut";"eign.unb";"n_poss_modules";"e_pv_2020_high";"e_st_2020_high";"e_pv_2040_high";"e_st_2040_high";"e_pv_2020_low";"e_st_2020_low";"e_pv_2040_low";"e_st_2040_low"
"2891";2313158;1;439,511322021484;441,130328079519;0,906666850079971;445,543487548828;39;12;178;15;29;25;134;17;120;36;413;120;2;13;48;48;348;110;0;184,666666666667;69,804;155,12;71,442;158,76;57,708;128,24;57,708;128,24
"2892";2313160;16;432,185333251953;432,707437191369;0,179354134230723;433,324798583984;12;10;8;9;7;3;2;6;49;52;5;49;0;0;1;8;46;51;0;35,3333333333333;13,356;29,68;13,356;29,68;12,222;27,16;12,222;27,16
"2893";2313163;20;432,289123535156;432,909740506686;0,17513333273276;433,748443603516;24;6;9;3;15;5;4;9;55;63;12;55;2;2;1;7;100;18;0;42;15,876;35,28;16,128;35,84;14,868;33,04;14,868;33,04
"2894";2313164;0;433,119964599609;434,275077088238;0,644528080936876;435,888885498047;3;8;7;1;2;6;4;2;40;6;27;40;0;0;9;23;29;12;0;24,3333333333333;9,198;20,44;9,198;20,44;5,166;11,48;5,166;11,48
"2895";2313165;0;431,301239013672;435,822059115073;1,59456132571377;438,220001220703;1;31;10;0;0;29;4;1;57;6;70;57;10;12;36;13;34;28;0;37;13,986;31,08;15,498;34,44;7,812;17,36;7,812;17,36
"2896";2313167;9;424,909515380859;432,272513689314;2,5084335746653;435,326110839844;4;1;2;6;4;1;1;5;46;0;24;46;0;10;13;13;9;25;0;20;7,56;16,8;8,82;19,6;4,284;9,52;4,284;9,52
"2897";2313170;0;429,598876953125;432,130071049243;1,05146368055954;434,976959228516;14;7;19;3;2;3;20;1;44;9;60;44;16;6;13;32;43;3;0;30,3333333333333;11,466;25,48;12,222;27,16;5,796;12,88;5,796;12,88
"2898";2313171;0;432,082061767578;433,784334766621;0,90146585645537;435,856262207031;3;3;2;2;4;0;1;3;31;0;18;31;6;11;7;6;5;14;0;10,6666666666667;4,032;8,96;5,418;12,04;2,394;5,32;2,394;5,32
"2899";2313172;27;425,978363037109;429,893765517757;0,878257043517602;432,537048339844;128;13;78;24;74;15;46;27;196;99;306;196;14;18;48;135;218;168;0;189,666666666667;71,694;159,32;73,962;164,36;48,636;108,08;48,636;108,08
"2900";2313176;0;431,790863037109;435,665586230671;1,23099062799487;437,944274902344;68;28;63;33;68;22;42;32;127;205;151;127;57;30;41;55;204;96;0;132;49,896;110,88;53,676;119,28;37,8;84;37,8;84
"2901";2313177;0;432,769165039062;438,948495229085;5,81040777725989;447,647003173828;3;2;0;0;0;0;1;2;16;0;8;16;19;5;0;0;0;0;0;0;0;0;0,63;1,4;0;0;0;0
"2902";2313178;0;432,830291748047;433,197838416466;0,293069870280632;433,980407714844;0;1;0;0;0;0;1;0;11;2;0;11;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2903";2313179;0;425,895111083984;428,179057387055;1,0620301190923;429,618621826172;0;21;6;2;0;15;7;0;71;9;42;71;0;0;0;30;46;46;0;40,6666666666667;15,372;34,16;15,372;34,16;11,592;25,76;11,592;25,76
"2904";2313180;1;442,794860839844;443,768287158403;0,69867855834205;446,493286132812;26;14;33;19;22;18;19;18;75;9;160;75;0;9;17;39;79;100;0;78,3333333333333;29,61;65,8;30,744;68,32;22,554;50,12;22,554;50,12
"2905";2313266;0;443,92236328125;445,24276399873;0,740395658945169;447,400451660156;31;13;13;4;28;10;11;8;65;4;114;65;18;40;22;27;19;57;0;41,6666666666667;15,75;35;20,79;46,2;9,576;21,28;9,576;21,28
"2906";2313267;36;425,630157470703;440,801650936046;1,39874468868556;443,728912353516;145;132;76;84;161;115;82;84;296;153;726;296;43;77;199;295;336;225;0;351,666666666667;132,93;295,4;142,632;316,96;70,686;157,08;70,686;157,08
"2907";2313268;0;436,542175292969;438,714119466146;1,1810859356626;440,875122070312;9;5;1;0;11;1;1;0;32;2;26;32;24;3;1;3;9;20;0;11;4,158;9,24;4,536;10,08;3,654;8,12;3,654;8,12
"2908";2313269;0;425,150329589844;430,352047768368;1,93003188323008;434,148101806641;7;10;60;20;19;8;62;27;101;39;174;101;27;32;40;47;101;67;0;85;32,13;71,4;36,162;80,36;21,168;47,04;21,168;47,04
"2909";2313278;0;442,795959472656;445,816222912899;1,30815789579525;448,010955810547;62;42;71;29;59;42;60;34;128;38;361;128;41;43;51;128;128;136;0;147,666666666667;55,818;124,04;61,236;136,08;33,264;73,92;33,264;73,92
"2910";2313279;0;433,908172607422;435,87306640625;1,12905322731052;438,195220947266;1;1;1;16;1;0;1;13;41;2;32;41;10;13;8;4;7;33;0;17,3333333333333;6,552;14,56;8,19;18,2;5,04;11,2;5,04;11,2
"2911";2313280;5;432,694549560547;432,79923915863;0,172612417962087;433,375122070312;0;0;0;1;0;5;1;0;25;4;3;25;0;2;2;1;19;8;0;10;3,78;8,4;4,032;8,96;3,402;7,56;3,402;7,56
"2912";2313282;9;425,366058349609;433,341161906347;1,52718011734517;437,471557617188;13;20;49;89;17;11;35;108;139;12;330;139;0;20;47;151;68;195;0;153,666666666667;58,086;129,08;60,606;134,68;33,138;73,64;33,138;73,64
"2913";2313283;0;428,468872070312;430,461164686415;0,847746310006121;432,31787109375;0;0;1;5;0;1;1;2;26;1;9;26;0;2;11;3;4;16;0;11,3333333333333;4,284;9,52;4,536;10,08;2,52;5,6;2,52;5,6
"2914";2313284;20;446,0263671875;446,668804858104;0,778903192327306;451,985534667969;18;14;29;16;36;17;25;15;79;122;48;79;9;8;18;41;170;3;0;77,3333333333333;29,232;64,96;30,24;67,2;21,798;48,44;21,798;48,44
"2915";2313285;0;446,410552978516;447,188121628266;0,870633442545229;449,542053222656;41;33;41;33;47;21;53;31;133;250;50;133;7;4;6;20;348;48;0;140,666666666667;53,172;118,16;53,676;119,28;49,896;110,88;49,896;110,88
"2916";2313286;15;430,821441650391;433,8345265108;0,927277699897619;435,211730957031;5;9;7;1;0;1;0;1;61;18;6;61;5;3;7;11;53;6;0;25,6666666666667;9,702;21,56;10,08;22,4;7,434;16,52;7,434;16,52
"2917";2313288;0;436,259918212891;439,385977318173;1,22798102793589;441,748107910156;2;0;9;21;2;1;8;14;48;1;56;48;1;8;27;8;37;24;0;32;12,096;26,88;13,104;29,12;7,686;17,08;7,686;17,08
"2918";2313289;0;430,822357177734;432,658382839627;1,06940367955391;434,518615722656;1;0;0;12;0;0;0;19;40;2;30;40;8;20;10;3;10;21;0;14,6666666666667;5,544;12,32;8,064;17,92;3,906;8,68;3,906;8,68
"2919";2313290;0;434,565002441406;436,62503925805;1,11747302824161;438,785583496094;19;34;5;10;12;10;5;7;104;13;89;104;2;48;46;24;39;47;0;52;19,656;43,68;25,704;57,12;10,836;24,08;10,836;24,08
"2920";2313291;2;433,535095214844;437,262363658232;1,38241769273629;439,6083984375;0;0;2;5;0;0;3;8;50;0;18;50;1;4;7;20;17;19;0;21;7,938;17,64;8,442;18,76;4,536;10,08;4,536;10,08
"2921";2313292;1;437,482086181641;441,506873089334;0,888057873147489;443,300872802734;2;2;3;8;2;3;0;9;40;5;24;40;2;6;7;15;24;15;0;20,3333333333333;7,686;17,08;8,442;18,76;4,914;10,92;4,914;10,92
"2922";2313293;0;438,255706787109;441,103006026324;0,892141866574098;442,864807128906;6;3;38;7;2;7;18;7;48;18;70;48;2;3;11;20;84;16;0;43,6666666666667;16,506;36,68;16,884;37,52;12,6;28;12,6;28
"2923";2313296;0;433,421997070312;433,854025033804;0,343993234415401;434,398162841797;0;0;0;0;0;0;0;0;13;0;0;13;0;0;0;4;8;1;0;4,33333333333333;1,638;3,64;1,638;3,64;1,134;2,52;1,134;2,52
"2924";2313297;5;436,706604003906;437,852394367087;0,325805573520584;438,222930908203;0;1;19;0;0;0;0;0;38;16;4;38;0;2;5;5;43;3;0;18,6666666666667;7,056;15,68;7,308;16,24;5,796;12,88;5,796;12,88
"2925";2313318;18;424,164947509766;433,344423566546;1,28119072335969;435,03125;4;3;15;10;6;7;7;8;52;34;26;52;5;7;9;8;32;51;0;33,3333333333333;12,6;28;13,482;29,96;10,458;23,24;10,458;23,24
"2926";2313322;0;425,740844726562;425,89460633293;0,0792248591460602;426,030609130859;0;0;0;0;0;3;10;3;47;16;0;47;0;1;12;50;0;0;0;20,6666666666667;7,812;17,36;7,938;17,64;0;0;0;0
"2927";2313329;0;425,689483642578;425,851699829102;0,0801160355643264;426,017028808594;3;6;5;0;0;0;0;3;47;17;0;47;0;2;9;53;0;0;0;20,6666666666667;7,812;17,36;8,064;17,92;0;0;0;0
"2928";2313330;1;433,583526611328;434,85891062943;0,615730523180773;437,476348876953;44;4;7;14;31;5;5;16;68;11;115;68;1;6;24;60;17;86;0;62,3333333333333;23,562;52,36;24,318;54,04;12,978;28,84;12,978;28,84
"2929";2313331;0;428,797607421875;431,561760926858;1,1431727979174;433,827087402344;54;0;1;3;39;4;0;1;54;5;97;54;2;58;7;8;30;51;0;32;12,096;26,88;19,404;43,12;10,206;22,68;10,206;22,68
"2930";2313332;0;433,569702148438;434,827453460693;0,597562598242962;436,200927734375;13;24;27;11;9;16;15;9;76;17;107;76;1;5;16;36;83;59;0;64,6666666666667;24,444;54,32;25,074;55,72;17,892;39,76;17,892;39,76
"2931";2313333;0;436,490570068359;437,119226433249;0,356362316749187;438,225372314453;9;30;34;11;12;15;18;10;116;38;101;116;0;0;9;36;108;102;0;85;32,13;71,4;32,13;71,4;26,46;58,8;26,46;58,8
"2932";2313334;0;430,481262207031;437,457616492163;2,71985989238299;441,065093994141;1;16;1;1;1;7;0;0;52;1;26;52;10;13;25;6;14;11;0;18,6666666666667;7,056;15,68;8,694;19,32;3,15;7;3,15;7
"2933";2313383;0;430,865203857422;431,877291644061;0,668930897119847;433,906951904297;2;3;4;2;1;5;2;3;32;0;22;32;0;4;12;11;5;22;0;16,6666666666667;6,3;14;6,804;15,12;3,402;7,56;3,402;7,56
"2934";2313415;0;434,021118164062;435,493437957764;0,637303978053088;437,069366455078;10;7;4;0;0;0;5;8;46;1;33;46;1;8;27;34;9;1;0;23,6666666666667;8,946;19,88;9,954;22,12;1,26;2,8;1,26;2,8
"2935";2313416;0;431,711700439453;431,789794921875;0,0430417172817511;431,827575683594;0;0;0;0;0;0;0;0;9;0;0;9;0;1;8;0;0;0;0;2,66666666666667;1,008;2,24;1,134;2,52;0;0;0;0
"2936";2313427;0;431,928192138672;432,562345923447;0,351050309950995;433,729675292969;6;26;1;5;6;12;2;6;59;10;54;59;0;1;5;39;41;37;0;40,6666666666667;15,372;34,16;15,498;34,44;9,828;21,84;9,828;21,84
"2937";2313428;0;436,473114013672;439,864365317605;1,53222358372305;442,240356445312;8;18;20;8;18;14;7;4;79;40;57;79;0;11;22;32;61;50;0;55;20,79;46,2;22,176;49,28;13,986;31,08;13,986;31,08
"2938";2313429;12;427,086517333984;429,328657983055;0,347976146235535;429,662322998047;6;3;0;10;5;1;1;5;40;28;3;40;0;1;1;5;46;18;0;23,3333333333333;8,82;19,6;8,946;19,88;8,064;17,92;8,064;17,92
"2939";2313430;0;425,754486083984;425,89540217473;0,0896791046709953;426,026672363281;0;0;0;0;0;0;0;1;12;1;0;12;0;3;7;3;0;0;0;3,33333333333333;1,26;2,8;1,638;3,64;0;0;0;0
"2940";2313431;0;432,668060302734;433,590618896484;0,540287183757152;434,33642578125;0;0;0;1;0;0;0;0;14;0;1;14;0;1;1;7;6;0;0;4,66666666666667;1,764;3,92;1,89;4,2;0,756;1,68;0,756;1,68
"2941";2313432;1;425,680480957031;425,795974731445;0,0746814671843161;426,095764160156;0;0;0;0;2;16;2;0;28;20;0;28;0;0;3;14;31;0;0;16;6,048;13,44;6,048;13,44;3,906;8,68;3,906;8,68
"2942";2313433;17;425,650604248047;426,845386032831;0,392844810813093;427,520324707031;2;5;30;6;2;0;0;0;60;38;7;60;1;5;3;30;66;0;0;33;12,474;27,72;13,104;29,12;8,316;18,48;8,316;18,48
"2943";2313434;42;428,037780761719;431,1881430327;0,670305849290008;434,718231201172;17;40;10;13;14;50;11;20;93;114;61;93;8;13;12;24;91;120;0;82,3333333333333;31,122;69,16;32,76;72,8;26,586;59,08;26,586;59,08
"2944";2313436;0;428,506256103516;430,224864705404;1,00437042323792;431,936065673828;2;0;0;0;0;0;3;1;24;0;6;24;6;9;8;2;4;1;0;5;1,89;4,2;3,024;6,72;0,63;1,4;0,63;1,4
"2945";2313438;0;445,834197998047;448,404416244642;1,16410488548998;451,016143798828;8;5;19;44;10;3;17;39;81;8;137;81;17;35;50;39;75;10;0;58;21,924;48,72;26,334;58,52;10,71;23,8;10,71;23,8
"2946";2313439;0;432,832916259766;434,584771848192;0,946090862611142;436,658660888672;1;2;6;6;0;0;2;3;31;0;20;31;1;5;11;9;10;15;0;15;5,67;12,6;6,3;14;3,15;7;3,15;7
"2947";2313442;6;426,520568847656;434,818212135551;1,91941931900875;437,150543212891;7;9;13;11;4;1;10;2;40;3;54;40;2;10;15;23;22;25;0;28,3333333333333;10,71;23,8;11,97;26,6;5,922;13,16;5,922;13,16
"2948";2313443;0;433,383209228516;433,925360107422;0,312856250737683;434,492980957031;1;0;0;4;1;0;0;1;23;2;5;23;0;0;5;7;4;14;0;10;3,78;8,4;3,78;8,4;2,268;5,04;2,268;5,04
"2949";2313444;0;430,053070068359;432,151553259956;0,87170283083839;433,876586914062;2;11;0;0;3;8;1;0;47;5;20;47;10;15;5;5;3;34;0;15,6666666666667;5,922;13,16;7,812;17,36;4,662;10,36;4,662;10,36
"2950";2313445;5;435,223449707031;439,019887569033;0,936417950141748;441,002746582031;41;3;4;4;30;3;1;2;57;6;82;57;6;9;41;9;20;60;0;43,3333333333333;16,38;36,4;17,514;38,92;10,08;22,4;10,08;22,4
"2951";2313464;0;426,660827636719;427,161500588442;0,275990214850859;427,629730224609;7;0;0;1;5;0;0;2;24;5;10;24;0;2;16;8;13;0;0;12,3333333333333;4,662;10,36;4,914;10,92;1,638;3,64;1,638;3,64
"2952";2313465;0;442,587890625;443,567038739314;0,653259164108579;445,229827880859;30;17;26;20;19;15;28;13;76;13;155;76;0;5;13;51;67;108;0;79,6666666666667;30,114;66,92;30,744;68,32;22,05;49;22,05;49
"2953";2313466;5;426,610504150391;432,354930623372;2,00671706141122;435,312347412109;7;1;1;1;13;3;4;0;30;1;29;30;19;5;5;9;18;4;0;12;4,536;10,08;5,166;11,48;2,772;6,16;2,772;6,16
"2954";2313467;0;425,918121337891;426,283977985382;0,183014754384;426,574279785156;7;1;1;3;3;0;0;4;45;14;5;45;0;5;24;25;10;0;0;19,6666666666667;7,434;16,52;8,064;17,92;1,26;2,8;1,26;2,8
"2955";2313468;0;426,543151855469;431,75419885972;2,37502154799524;435,123901367188;8;0;4;4;17;1;0;0;34;0;34;34;10;8;9;7;15;19;0;16,6666666666667;6,3;14;7,308;16,24;4,284;9,52;4,284;9,52
"2956";2313469;0;494,489990234375;498,113003292599;4,01001830870419;506,475006103516;0;1;0;0;0;6;3;2;25;1;11;25;19;5;5;1;5;2;0;4,33333333333333;1,638;3,64;2,268;5,04;0,882;1,96;0,882;1,96
"2957";2313470;14;431,425445556641;435,718332041865;1,86514443850008;438,26025390625;14;2;11;3;3;4;5;4;46;3;43;46;14;11;7;14;25;21;0;22,3333333333333;8,442;18,76;9,828;21,84;5,796;12,88;5,796;12,88
"2958";2313477;0;439,507049560547;442,066777383128;0,728296636710371;444,323211669922;0;4;11;5;1;1;27;0;44;4;45;44;0;0;2;7;65;19;0;31;11,718;26,04;11,718;26,04;10,584;23,52;10,584;23,52
"2959";2313480;0;436,246978759766;438,4202608381;1,05583796111531;440,972961425781;5;13;1;2;4;11;1;1;46;0;38;46;7;24;7;5;10;31;0;17,6666666666667;6,678;14,84;9,702;21,56;5,166;11,48;5,166;11,48
"2960";2313481;4;434,602966308594;452,414129421042;10,7360003016505;500,474700927734;541;84;70;67;597;46;186;57;203;35;1613;203;298;341;443;261;398;110;0;404;152,712;339,36;195,678;434,84;64,008;142,24;64,008;142,24
"2961";2313482;1;430,791259765625;430,855356852214;0,0900649859919125;431,161376953125;0;0;0;0;0;1;0;0;14;1;0;14;5;9;1;0;0;0;0;0,333333333333333;0,126;0,28;1,26;2,8;0;0;0;0
"2962";2313483;17;421,162139892578;437,795149269517;3,32617638669253;442,211273193359;7;31;24;32;21;23;15;33;91;11;175;91;20;17;63;50;50;77;0;80;30,24;67,2;32,382;71,96;16,002;35,56;16,002;35,56
"2963";2313513;0;432,172515869141;437,211544036865;1,61710306154823;440,061645507812;17;20;0;1;7;11;2;0;46;0;58;46;16;40;8;14;25;1;0;16;6,048;13,44;11,088;24,64;3,276;7,28;3,276;7,28
"2964";2313515;0;435,963836669922;438,580789317255;1,51184001440827;441,821014404297;0;0;12;5;0;1;9;4;38;1;30;38;0;7;20;11;26;5;0;20,6666666666667;7,812;17,36;8,694;19,32;3,906;8,68;3,906;8,68
"2965";2313518;0;430,13232421875;430,272537231445;0,0678843619430922;430,368316650391;0;0;0;0;0;0;0;0;10;0;0;10;0;0;0;10;0;0;0;3,33333333333333;1,26;2,8;1,26;2,8;0;0;0;0
"2966";2313557;0;422,830413818359;429,290413910488;4,74251214479514;434,310516357422;23;22;15;11;11;10;14;57;102;64;99;102;50;53;53;39;30;40;0;54;20,412;45,36;27,09;60,2;8,82;19,6;8,82;19,6
"2967";2313558;25;429,467132568359;432,063183530827;0,498588893632571;435,513580322266;21;33;17;99;15;22;22;110;146;278;61;146;12;20;25;50;260;118;0;151;57,078;126,84;59,598;132,44;47,628;105,84;47,628;105,84
"2968";2313561;0;428,266204833984;430,311282493955;1,13419315903305;432,236145019531;0;0;2;66;0;1;1;66;74;8;128;74;2;2;75;21;8;102;0;68,6666666666667;25,956;57,68;26,208;58,24;13,86;30,8;13,86;30,8
"2969";2313562;0;430,207855224609;431,604033767536;0,786801328563256;433,501861572266;23;3;2;3;10;7;1;5;39;1;53;39;10;30;15;15;16;7;0;17,6666666666667;6,678;14,84;10,458;23,24;2,898;6,44;2,898;6,44
"2970";2313563;0;427,985046386719;436,694818010517;4,96486353199162;443,939575195312;24;61;16;34;22;47;10;21;173;24;211;173;78;61;76;32;31;130;0;89,6666666666667;33,894;75,32;41,58;92,4;20,286;45,08;20,286;45,08
"2971";2313564;0;432,502593994141;434,323344062356;1,13667533318808;437,176116943359;1;5;2;7;2;1;2;9;39;0;29;39;2;13;16;4;9;24;0;17,6666666666667;6,678;14,84;8,316;18,48;4,158;9,24;4,158;9,24
"2972";2313565;0;430,910308837891;431,748034667969;0,506045912427042;432,684844970703;2;1;3;0;0;0;0;0;19;1;5;19;3;6;11;5;0;0;0;5,33333333333333;2,016;4,48;2,772;6,16;0;0;0;0
"2973";2313566;5;434,117736816406;439,127126057943;5,4106103378835;450,317993164062;0;0;2;0;0;2;1;0;19;0;5;19;2;4;7;7;3;1;0;6;2,268;5,04;2,772;6,16;0,504;1,12;0,504;1,12
"2974";2313568;265;422,596618652344;430,292338262787;1,78885539085408;436,740112304688;109;56;86;70;119;74;95;65;249;409;265;249;33;50;70;126;379;265;0;280;105,84;235,2;112,14;249,2;81,144;180,32;81,144;180,32
"2975";2313570;64;425,311614990234;429,654846706906;1,2760001582288;432,777526855469;15;48;13;26;15;41;10;28;100;98;98;100;14;19;26;61;144;32;0;87,6666666666667;33,138;73,64;35,532;78,96;22,176;49,28;22,176;49,28
"2976";2313572;6;436,714569091797;443,945408630371;1,76731415327521;446,716888427734;3;5;32;6;2;1;22;1;48;6;66;48;7;4;11;34;50;14;0;36,3333333333333;13,734;30,52;14,238;31,64;8,064;17,92;8,064;17,92
"2977";2313573;0;427,460662841797;430,896643374147;1,76789292240302;433,391082763672;26;1;4;1;21;0;5;2;59;6;54;59;10;1;9;48;10;41;0;36;13,608;30,24;13,734;30,52;6,426;14,28;6,426;14,28
"2978";2313574;4;428,993957519531;433,784089331533;1,72572936350852;436,768859863281;1;0;1;5;5;5;2;1;31;0;20;31;0;5;2;3;14;27;0;15,3333333333333;5,796;12,88;6,426;14,28;5,166;11,48;5,166;11,48
"2979";2313575;0;516,319396972656;517,499726213728;0,736948868173957;519,374633789062;3;1;4;1;1;1;1;2;21;1;13;21;0;7;4;7;7;10;0;9,33333333333333;3,528;7,84;4,41;9,8;2,142;4,76;2,142;4,76
"2980";2313576;0;433,643798828125;434,0725390625;0,265423965620496;434,567291259766;0;0;0;3;0;0;0;2;20;1;4;20;0;0;1;8;11;5;0;8,33333333333333;3,15;7;3,15;7;2,016;4,48;2,016;4,48
"2981";2313579;0;434,985198974609;437,758092665135;1,110864346735;440,729858398438;8;11;12;14;11;4;8;7;58;1;74;58;0;8;18;42;23;42;0;41,6666666666667;15,75;35;16,758;37,24;8,19;18,2;8,19;18,2
"2982";2313580;2;436,837524414062;440,307822007399;1,11218609700562;442,456329345703;8;2;0;1;4;2;0;2;33;0;19;33;11;12;6;3;2;18;0;9,66666666666666;3,654;8,12;5,166;11,48;2,52;5,6;2,52;5,6
"2983";2313581;0;437,007537841797;438,997977120536;0,860900959139051;441,222900390625;8;20;4;8;3;2;9;8;50;2;60;50;1;7;21;30;25;28;0;34,6666666666667;13,104;29,12;13,986;31,08;6,678;14,84;6,678;14,84
"2984";2313582;0;432,574279785156;435,32797586693;1,56635681409526;440,654937744141;1;1;95;9;2;5;63;7;82;16;167;82;3;14;43;63;132;10;0;82,6666666666667;31,248;69,44;33,012;73,36;17,892;39,76;17,892;39,76
"2985";2313584;0;435,784729003906;438,36106818704;1,94927621568433;442,430541992188;3;2;8;6;4;5;5;4;48;10;27;48;9;23;34;11;5;3;0;17,6666666666667;6,678;14,84;9,576;21,28;1,008;2,24;1,008;2,24
"2986";2313585;0;428,47119140625;429,835673121402;0,736305697065928;431,075378417969;0;0;25;3;1;0;20;2;44;4;47;44;0;0;1;28;25;41;0;31,6666666666667;11,97;26,6;11,97;26,6;8,316;18,48;8,316;18,48
"2987";2313587;27;435,892761230469;440,512164306641;2,29133298749734;443,844970703125;15;10;1;17;5;1;0;19;77;3;65;77;16;25;29;23;12;40;0;34,6666666666667;13,104;29,12;16,254;36,12;6,552;14,56;6,552;14,56
"2988";2313588;0;440,714233398438;442,315732453999;1,02264646211613;444,887298583984;0;0;1;5;4;0;0;0;28;0;10;28;0;2;1;2;11;22;0;12;4,536;10,08;4,788;10,64;4,158;9,24;4,158;9,24
"2989";2313590;4;432,772186279297;433,10383222531;0,397743299594989;434,537109375;20;14;12;20;17;17;14;11;70;56;69;70;1;2;15;18;61;98;0;64;24,192;53,76;24,444;54,32;20,034;44,52;20,034;44,52
"2990";2313591;0;435,816314697266;440,155536049291;2,49391628303474;446,014007568359;3;10;28;8;12;7;16;6;62;6;84;62;29;14;31;34;30;14;0;36,3333333333333;13,734;30,52;15,498;34,44;5,544;12,32;5,544;12,32
"2991";2313592;0;433,409454345703;434,708986672022;0,646493817522457;436,170837402344;3;18;0;2;2;20;0;0;48;4;41;48;0;0;10;31;11;41;0;31;11,718;26,04;11,718;26,04;6,552;14,56;6,552;14,56
"2992";2313603;4;436,482391357422;437,710626958491;0,923530145767076;441,372924804688;3;6;3;3;8;10;7;7;44;2;45;44;6;15;9;15;13;33;0;23,3333333333333;8,82;19,6;10,71;23,8;5,796;12,88;5,796;12,88
"2993";2313610;0;439,863830566406;441,009592889582;0,696235889180136;442,815704345703;24;1;0;0;18;4;13;3;40;1;62;40;0;0;25;15;24;39;0;34,3333333333333;12,978;28,84;12,978;28,84;7,938;17,64;7,938;17,64
"2994";2313611;0;440,832458496094;443,429227471773;1,48233112779679;447,331665039062;78;14;26;9;44;10;28;8;66;4;213;66;1;68;39;76;27;72;0;71,3333333333333;26,964;59,92;35,532;78,96;12,474;27,72;12,474;27,72
"2995";2313614;0;434,740814208984;436,505539909242;0,964649708812766;438,892242431641;10;13;6;0;16;19;2;9;51;7;68;51;3;12;24;13;12;62;0;37;13,986;31,08;15,498;34,44;9,324;20,72;9,324;20,72
"2996";2313615;0;439,120849609375;439,964699172974;0,421789511619904;440,740936279297;0;17;1;0;2;14;2;0;44;16;20;44;0;1;1;19;35;24;0;26,3333333333333;9,954;22,12;10,08;22,4;7,434;16,52;7,434;16,52
"2997";2313616;7;434,033538818359;437,334212658452;0,969082204332537;440,237121582031;7;11;45;10;7;5;38;5;76;5;123;76;4;9;14;45;81;51;0;63,6666666666667;24,066;53,48;25,2;56;16,632;36,96;16,632;36,96
"2998";2313617;0;430,696380615234;431,065843854632;0,202348856195479;431,364501953125;6;0;0;0;0;0;0;0;36;1;5;36;1;3;7;20;10;1;0;12,6666666666667;4,788;10,64;5,166;11,48;1,386;3,08;1,386;3,08
"2999";2313619;0;440,795928955078;442,976648106616;1,30084721431989;445,719451904297;8;94;11;15;8;82;7;16;108;5;236;108;2;75;89;27;33;123;0;90,6666666666667;34,272;76,16;43,722;97,16;19,656;43,68;19,656;43,68
"3000";2313653;0;435,738128662109;437,528438568115;1,06463066181023;439,976989746094;3;2;2;0;1;1;1;0;30;0;10;30;12;11;6;9;1;1;0;5,66666666666667;2,142;4,76;3,528;7,84;0,252;0,56;0,252;0,56
"3001";2313655;1;438,931030273438;439,496998506434;0,452769726713574;441,109771728516;0;0;0;0;0;0;0;0;34;0;0;34;0;0;0;0;0;34;0;11,3333333333333;4,284;9,52;4,284;9,52;4,284;9,52;4,284;9,52
"3002";2313664;0;434,583679199219;436,314879728618;0,98331659260082;438,400634765625;5;1;7;6;23;3;8;1;41;2;52;41;1;9;16;20;15;34;0;28,3333333333333;10,71;23,8;11,844;26,32;6,174;13,72;6,174;13,72
"3003";2313667;0;436,142150878906;446,282705997081;7,94289767020358;460,779724121094;5;11;50;49;96;73;40;8;113;28;304;113;13;53;102;76;103;98;0;126,333333333333;47,754;106,12;54,432;120,96;25,326;56,28;25,326;56,28
"3004";2313703;2;452,212005615234;454,515294343522;1,2313023852603;461,446105957031;5;6;9;3;4;5;17;9;45;4;54;45;9;15;34;34;11;0;0;26,3333333333333;9,954;22,12;11,844;26,32;1,386;3,08;1,386;3,08
"3005";2313705;2;434,15185546875;434,279836654663;0,129470602797408;434,775543212891;0;0;0;0;0;1;11;0;20;10;2;20;0;5;12;15;0;0;0;9;3,402;7,56;4,032;8,96;0;0;0;0
"3006";2313708;5;434,326446533203;439,392452685864;3,18408954934973;458,02392578125;4;3;7;33;0;0;3;28;76;3;75;76;89;37;28;0;0;0;0;9,33333333333333;3,528;7,84;8,19;18,2;0;0;0;0
"3007";2313709;22;431,264282226562;431,361711021808;0,153383482510648;431,994934082031;7;7;3;12;14;9;11;18;58;75;6;58;1;2;3;5;55;73;0;45,3333333333333;17,136;38,08;17,388;38,64;16,128;35,84;16,128;35,84
"3008";2313710;0;429,550109863281;431,529905954997;0,88077449106491;434,301422119141;1;2;13;46;4;1;14;48;87;6;123;87;5;17;28;51;54;61;0;64,6666666666667;24,444;54,32;26,586;59,08;14,49;32,2;14,49;32,2
"3009";2313711;0;423,713989257812;426,772685657848;3,23227993173123;432,247985839844;0;0;0;0;0;1;0;0;10;0;1;10;9;1;0;1;0;0;0;0,333333333333333;0,126;0,28;0,252;0,56;0;0;0;0
"3010";2313712;1;427,830169677734;429,094961415166;0,713902809253652;431,6455078125;2;7;3;1;2;8;1;4;41;0;28;41;1;5;24;6;8;25;0;21;7,938;17,64;8,568;19,04;4,158;9,24;4,158;9,24
